request_id,tier,context_tokens,output_tokens,arrival_ms,queue_delay_ms,ttft_ms,total_latency_ms,tokens_per_sec
6,enterprise,2548,73,193.69,6.29,39.24,3740.05,19.52
13,enterprise,593,67,782.11,1.82,35.47,3433.99,19.51
19,enterprise,1636,72,1111.99,2.90,43.71,3918.73,18.37
3,enterprise,3885,107,72.18,0.00,45.85,6087.77,17.58
31,enterprise,3938,99,1636.64,24.28,75.76,8150.60,12.15
57,pro,3441,95,2819.41,35.67,95.69,7705.98,12.33
30,enterprise,2839,110,1624.48,36.43,87.92,9205.13,11.95
103,free,2982,66,5117.01,31.85,113.79,6109.53,10.80
77,enterprise,2586,87,3793.49,23.18,87.15,7464.70,11.65
9,enterprise,1044,167,473.25,2.37,29.28,11142.77,14.99
12,enterprise,1676,163,642.86,1.85,36.64,11149.90,14.62
61,pro,1757,100,3056.72,4.74,71.01,9093.02,11.00
100,enterprise,1435,77,5070.52,0.93,78.34,7100.21,10.84
79,enterprise,2315,94,4031.72,43.79,115.82,8233.90,11.42
86,enterprise,2530,90,4235.67,15.98,101.20,8478.42,10.62
75,enterprise,3924,109,3757.74,1.06,65.14,9644.34,11.30
115,enterprise,1352,95,5946.55,38.85,121.54,8418.72,11.28
95,enterprise,3636,108,4668.82,29.21,102.31,9955.99,10.85
22,free,2100,161,1276.41,5.00,47.13,13509.34,11.92
56,enterprise,3502,142,2817.41,37.66,97.69,12031.06,11.80
7,enterprise,2356,190,223.65,9.28,44.97,14749.61,12.88
44,enterprise,2820,171,2098.07,4.70,56.89,13520.48,12.65
120,enterprise,2034,109,6243.54,77.40,165.36,9734.42,11.20
60,enterprise,3609,156,2952.28,13.73,68.94,13538.10,11.52
27,enterprise,714,196,1586.47,29.29,76.65,15383.51,12.74
48,enterprise,1684,181,2204.16,0.29,49.92,15034.47,12.04
17,enterprise,2097,216,1052.02,20.25,62.87,16921.31,12.76
25,enterprise,3086,208,1392.88,3.80,48.62,16966.89,12.26
15,enterprise,3080,220,934.81,10.22,55.34,17612.25,12.49
14,enterprise,3203,237,812.29,5.28,43.17,18057.69,13.12
36,enterprise,1295,220,1718.60,20.10,63.86,18184.06,12.10
52,enterprise,3887,193,2535.58,8.49,73.13,17601.98,10.96
81,enterprise,910,181,4074.78,0.72,72.76,16196.86,11.18
67,enterprise,3976,181,3533.67,4.09,76.31,16884.30,10.72
8,pro,3932,261,335.22,3.12,48.92,20308.54,12.85
1,enterprise,957,261,25.58,0.00,16.57,20671.99,12.63
10,enterprise,3594,242,541.22,13.23,53.53,20156.36,12.01
97,enterprise,855,171,4915.14,4.18,80.24,15864.40,10.78
2,enterprise,3420,271,49.73,0.00,41.20,20871.69,12.98
131,enterprise,1840,151,6763.69,10.12,104.62,14203.20,10.63
248,pro,727,69,12362.38,2262.43,2355.61,8698.28,7.93
141,pro,1057,110,7265.03,3564.58,3658.81,13899.03,7.91
39,enterprise,3542,233,1825.12,1.11,48.35,19466.89,11.97
55,pro,4011,217,2799.64,1.09,55.43,18861.91,11.50
101,enterprise,3481,182,5074.64,31.63,111.04,16586.91,10.97
82,enterprise,2525,193,4105.57,37.86,103.76,17706.22,10.90
130,enterprise,1166,162,6735.31,38.49,133.00,15263.45,10.61
281,pro,3765,72,13943.60,1674.95,1764.78,8176.09,8.81
24,enterprise,1557,249,1392.19,4.49,49.31,20793.65,11.97
73,enterprise,3608,210,3628.86,7.26,68.59,19025.64,11.04
49,enterprise,573,243,2405.40,10.69,65.94,20253.65,12.00
85,enterprise,1949,197,4226.58,25.07,110.29,18527.37,10.63
179,pro,2414,123,9469.77,2322.99,2411.56,13370.95,9.20
126,enterprise,1990,183,6426.37,67.87,155.38,16889.93,10.83
87,enterprise,575,202,4302.61,34.26,126.25,19016.75,10.62
70,pro,3904,220,3591.94,18.05,97.51,20581.67,10.69
105,enterprise,3290,216,5167.16,13.73,82.41,19129.42,11.29
21,enterprise,756,297,1264.36,11.68,49.68,24621.66,12.06
5,enterprise,2336,310,140.83,0.95,30.04,25817.91,12.01
46,pro,3488,262,2186.01,1.08,60.10,23866.34,10.98
28,enterprise,2551,297,1594.77,20.98,68.35,24528.35,12.11
26,enterprise,2770,300,1519.00,10.01,53.38,24695.87,12.15
114,enterprise,3048,227,5945.63,39.76,122.46,20360.84,11.15
299,free,2081,123,14942.47,30.79,124.42,11574.64,10.63
47,enterprise,757,282,2192.21,12.23,61.86,24338.74,11.59
106,enterprise,538,229,5218.67,12.13,95.13,21356.25,10.72
107,enterprise,745,240,5232.24,17.33,89.99,21349.00,11.24
121,enterprise,524,221,6302.87,21.45,106.20,20740.47,10.66
68,enterprise,3252,273,3554.98,19.34,83.48,23673.41,11.53
216,pro,2109,161,10745.73,1424.99,1519.65,16485.35,9.77
50,enterprise,2167,296,2406.49,9.61,64.85,25098.30,11.79
74,enterprise,2529,255,3673.63,15.82,97.24,23863.56,10.69
11,enterprise,3444,344,602.17,8.09,42.55,27455.21,12.53
125,enterprise,1906,231,6380.67,28.40,119.57,21700.41,10.64
4,enterprise,2128,337,134.48,7.30,36.40,28333.75,11.89
320,pro,3502,109,15811.73,2548.04,2641.68,12743.66,8.55
58,enterprise,1483,291,2910.27,3.34,55.75,26114.88,11.14
119,enterprise,819,254,6207.60,27.45,113.35,22852.81,11.11
266,pro,1768,155,13440.48,1408.00,1499.80,15693.90,9.88
32,enterprise,1581,317,1642.53,18.39,69.87,28602.83,11.08
99,enterprise,1045,283,5043.29,5.53,71.56,25202.54,11.23
92,enterprise,3112,282,4413.45,1.69,72.40,26110.97,10.80
